Id	LibraryName	UserInputPattern	SystemMessage	PatternAtt	Type	Owner
440	ConsumerQueryState	Can you suggest the #Cuisine place			ConsumerQuery.ClassMember	User
441	ConsumerQueryState	Can you suggest the #Cuisine restaurant			ConsumerQuery.ClassMember	User
442	ConsumerQueryState	Can you suggest the #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
443	ConsumerQueryState	Can you suggest the #RestaurantEntity place			ConsumerQuery.ClassMember	User
444	ConsumerQueryState	Can you suggest the #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
445	ConsumerQueryState	Can you tell me #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
446	ConsumerQueryState	Can you tell me #Cuisine place			ConsumerQuery.ClassMember	User
447	ConsumerQueryState	Can you tell me #Cuisine restaurant			ConsumerQuery.ClassMember	User
448	ConsumerQueryState	Can you tell me #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
449	ConsumerQueryState	Can you tell me #RestaurantEntity place			ConsumerQuery.ClassMember	User
450	ConsumerQueryState	Can you tell me #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
451	ConsumerQueryState	Can you tell me #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
452	ConsumerQueryState	Can you tell me #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
453	ConsumerQueryState	Can you tell me a #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
454	ConsumerQueryState	Can you tell me a #Cuisine place			ConsumerQuery.ClassMember	User
455	ConsumerQueryState	Can you tell me a #Cuisine restaurant			ConsumerQuery.ClassMember	User
456	ConsumerQueryState	Can you tell me a #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
457	ConsumerQueryState	Can you tell me a #RestaurantEntity place			ConsumerQuery.ClassMember	User
458	ConsumerQueryState	Can you tell me a #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
459	ConsumerQueryState	Can you tell me a #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
460	ConsumerQueryState	Can you tell me a #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
461	ConsumerQueryState	Can you tell me a place that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
462	ConsumerQueryState	Can you tell me a place that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
463	ConsumerQueryState	Can you tell me a restaurant that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
464	ConsumerQueryState	Can you tell me a restaurant that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
465	ConsumerQueryState	Can you tell me an #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
466	ConsumerQueryState	Can you tell me an #Cuisine place			ConsumerQuery.ClassMember	User
467	ConsumerQueryState	Can you tell me an #Cuisine restaurant			ConsumerQuery.ClassMember	User
468	ConsumerQueryState	Can you tell me an #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
469	ConsumerQueryState	Can you tell me an #RestaurantEntity place			ConsumerQuery.ClassMember	User
470	ConsumerQueryState	Can you tell me an #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
471	ConsumerQueryState	Can you tell me an #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
472	ConsumerQueryState	Can you tell me an #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
473	ConsumerQueryState	Can you tell me places that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
474	ConsumerQueryState	Can you tell me places that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
475	ConsumerQueryState	Can you tell me restaurants that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
476	ConsumerQueryState	Can you tell me restaurants that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
477	ConsumerQueryState	Can you tell me the #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
478	ConsumerQueryState	Can you tell me the #Cuisine place			ConsumerQuery.ClassMember	User
479	ConsumerQueryState	Can you tell me the #Cuisine restaurant			ConsumerQuery.ClassMember	User
480	ConsumerQueryState	Can you tell me the #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
481	ConsumerQueryState	Can you tell me the #RestaurantEntity place			ConsumerQuery.ClassMember	User
482	ConsumerQueryState	Can you tell me the #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
483	ConsumerQueryState	Can you tell me the #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
484	ConsumerQueryState	Can you tell me the #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
485	ConsumerQueryState	Do you know any #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
486	ConsumerQueryState	Do you know any #Cuisine place			ConsumerQuery.ClassMember	User
487	ConsumerQueryState	Do you know any #Cuisine restaurant			ConsumerQuery.ClassMember	User
488	ConsumerQueryState	Do you know any #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
489	ConsumerQueryState	Do you know any #RestaurantEntity $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
490	ConsumerQueryState	Do you know any #RestaurantEntity $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
491	ConsumerQueryState	Do you know any #RestaurantEntity place			ConsumerQuery.ClassMember	User
492	ConsumerQueryState	Do you know any #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
493	ConsumerQueryState	Do you know any #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
494	ConsumerQueryState	Do you know any #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
495	ConsumerQueryState	Do you know any #RestaurantEntity you can recommend that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
496	ConsumerQueryState	Do you know any #RestaurantEntity you can recommend that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
497	ConsumerQueryState	Do you know any #RestaurantEntity you can suggest that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
498	ConsumerQueryState	Do you know any #RestaurantEntity you can suggest that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
499	ConsumerQueryState	Do you know any place $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
500	ConsumerQueryState	Do you know any place $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
501	ConsumerQueryState	Do you know any place that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
502	ConsumerQueryState	Do you know any place that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
503	ConsumerQueryState	Do you know any place you can recommend that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
504	ConsumerQueryState	Do you know any place you can recommend that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
505	ConsumerQueryState	Do you know any place you can suggest that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
506	ConsumerQueryState	Do you know any place you can suggest that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
507	ConsumerQueryState	Do you know any restaurant $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
508	ConsumerQueryState	Do you know any restaurant $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
509	ConsumerQueryState	Do you know any restaurant that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
510	ConsumerQueryState	Do you know any restaurant that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
511	ConsumerQueryState	Do you know any restaurant you can recommend that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
512	ConsumerQueryState	Do you know any restaurant you can recommend that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
513	ConsumerQueryState	Do you know any restaurant you can suggest that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
514	ConsumerQueryState	Do you know any restaurant you can suggest that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
515	ConsumerQueryState	Do you know where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
516	ConsumerQueryState	Do you know where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
517	ConsumerQueryState	Do you know where to find #Cuisine			ConsumerQuery.ClassMember	User
518	ConsumerQueryState	Do you know where to find #RestaurantEntity			ConsumerQuery.ClassMember	User
519	ConsumerQueryState	Does $RestaurantName #RestaurantEntity			ConsumerQuery.ClassMember	User
520	ConsumerQueryState	Does $RestaurantName $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
521	ConsumerQueryState	Does $RestaurantName menu Offer Options Other Than #RestaurantEntity			ConsumerQuery.ClassMember	User
522	ConsumerQueryState	Does $RestaurantName offer #RestaurantEntity			ConsumerQuery.ClassMember	User
523	ConsumerQueryState	Find #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
524	ConsumerQueryState	Find #Cuisine place			ConsumerQuery.ClassMember	User
525	ConsumerQueryState	Find #Cuisine restaurant			ConsumerQuery.ClassMember	User
526	ConsumerQueryState	Find #RestaurantEntity			ConsumerQuery.ClassMember	User
527	ConsumerQueryState	Find #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
528	ConsumerQueryState	Find #RestaurantEntity place			ConsumerQuery.ClassMember	User
529	ConsumerQueryState	Find #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
530	ConsumerQueryState	Find #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
531	ConsumerQueryState	Find #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
532	ConsumerQueryState	Find #RestaurantEntity that is #RestaurantEntity			ConsumerQuery.ClassMember	User
533	ConsumerQueryState	Find #RestaurantEntity where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
534	ConsumerQueryState	Find #RestaurantEntity where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
535	ConsumerQueryState	Find a #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
536	ConsumerQueryState	Find a #Cuisine place			ConsumerQuery.ClassMember	User
537	ConsumerQueryState	Find a #Cuisine restaurant			ConsumerQuery.ClassMember	User
538	ConsumerQueryState	Find a #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
539	ConsumerQueryState	Find a #RestaurantEntity place			ConsumerQuery.ClassMember	User
540	ConsumerQueryState	Find a #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
541	ConsumerQueryState	Find a #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
542	ConsumerQueryState	Find a #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
543	ConsumerQueryState	Find a #RestaurantEntity that is #RestaurantEntity			ConsumerQuery.ClassMember	User
544	ConsumerQueryState	Find a #RestaurantEntity where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
545	ConsumerQueryState	Find a #RestaurantEntity where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
546	ConsumerQueryState	Find a place that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
547	ConsumerQueryState	Find a place that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
548	ConsumerQueryState	Find a place that is #RestaurantEntity			ConsumerQuery.ClassMember	User
549	ConsumerQueryState	Find a place where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
550	ConsumerQueryState	Find a place where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
551	ConsumerQueryState	Find a restaurant that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
552	ConsumerQueryState	Find a restaurant that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
553	ConsumerQueryState	Find a restaurant that is #RestaurantEntity			ConsumerQuery.ClassMember	User
554	ConsumerQueryState	Find a restaurant where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
555	ConsumerQueryState	Find a restaurant where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
556	ConsumerQueryState	Find an #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
557	ConsumerQueryState	Find an #Cuisine place			ConsumerQuery.ClassMember	User
558	ConsumerQueryState	Find an #Cuisine restaurant			ConsumerQuery.ClassMember	User
559	ConsumerQueryState	Find an #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
560	ConsumerQueryState	Find an #RestaurantEntity place			ConsumerQuery.ClassMember	User
561	ConsumerQueryState	Find an #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
562	ConsumerQueryState	Find an #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
563	ConsumerQueryState	Find an #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
564	ConsumerQueryState	Find an #RestaurantEntity that is #RestaurantEntity			ConsumerQuery.ClassMember	User
565	ConsumerQueryState	Find an #RestaurantEntity where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
566	ConsumerQueryState	Find an #RestaurantEntity where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
567	ConsumerQueryState	Find me #Cuisine			ConsumerQuery.ClassMember	User
568	ConsumerQueryState	Find me #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
569	ConsumerQueryState	Find me #Cuisine place			ConsumerQuery.ClassMember	User
570	ConsumerQueryState	Find me #Cuisine restaurant			ConsumerQuery.ClassMember	User
571	ConsumerQueryState	Find me #RestaurantEntity			ConsumerQuery.ClassMember	User
572	ConsumerQueryState	Find me #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
573	ConsumerQueryState	Find me #RestaurantEntity place			ConsumerQuery.ClassMember	User
574	ConsumerQueryState	Find me #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
575	ConsumerQueryState	Find me #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
576	ConsumerQueryState	Find me #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
577	ConsumerQueryState	Find me #RestaurantEntity that is #RestaurantEntity			ConsumerQuery.ClassMember	User
578	ConsumerQueryState	Find me #RestaurantEntity where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
579	ConsumerQueryState	Find me #RestaurantEntity where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
580	ConsumerQueryState	Find me a #Cuisine			ConsumerQuery.ClassMember	User
581	ConsumerQueryState	Find me a #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
582	ConsumerQueryState	Find me a #Cuisine place			ConsumerQuery.ClassMember	User
583	ConsumerQueryState	Find me a #Cuisine restaurant			ConsumerQuery.ClassMember	User
584	ConsumerQueryState	Find me a #RestaurantEntity			ConsumerQuery.ClassMember	User
585	ConsumerQueryState	Find me a #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
586	ConsumerQueryState	Find me a #RestaurantEntity place			ConsumerQuery.ClassMember	User
587	ConsumerQueryState	Find me a #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
588	ConsumerQueryState	Find me a #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
589	ConsumerQueryState	Find me a #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
590	ConsumerQueryState	Find me a #RestaurantEntity that is #RestaurantEntity			ConsumerQuery.ClassMember	User
591	ConsumerQueryState	Find me a #RestaurantEntity where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
592	ConsumerQueryState	Find me a #RestaurantEntity where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
593	ConsumerQueryState	Find me a place $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
594	ConsumerQueryState	Find me a place that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
595	ConsumerQueryState	Find me a place that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
596	ConsumerQueryState	Find me a place that is #RestaurantEntity			ConsumerQuery.ClassMember	User
597	ConsumerQueryState	Find me a place where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
598	ConsumerQueryState	Find me a place where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
599	ConsumerQueryState	Find me a restaurant $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
600	ConsumerQueryState	Find me a restaurant that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
601	ConsumerQueryState	Find me a restaurant that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
602	ConsumerQueryState	Find me a restaurant that is #RestaurantEntity			ConsumerQuery.ClassMember	User
603	ConsumerQueryState	Find me a restaurant where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
604	ConsumerQueryState	Find me a restaurant where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
605	ConsumerQueryState	Find me an #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
606	ConsumerQueryState	Find me an #Cuisine place			ConsumerQuery.ClassMember	User
607	ConsumerQueryState	Find me an #Cuisine restaurant			ConsumerQuery.ClassMember	User
608	ConsumerQueryState	Find me an #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
609	ConsumerQueryState	Find me an #RestaurantEntity place			ConsumerQuery.ClassMember	User
610	ConsumerQueryState	Find me an #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
611	ConsumerQueryState	Find me an #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
612	ConsumerQueryState	Find me an #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
613	ConsumerQueryState	Find me an #RestaurantEntity that is #RestaurantEntity			ConsumerQuery.ClassMember	User
614	ConsumerQueryState	Find me an #RestaurantEntity where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
615	ConsumerQueryState	Find me an #RestaurantEntity where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
616	ConsumerQueryState	Find me places that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
617	ConsumerQueryState	Find me places that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
618	ConsumerQueryState	Find me places with #RestaurantEntity			ConsumerQuery.ClassMember	User
619	ConsumerQueryState	Find me restaurants that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
620	ConsumerQueryState	Find me restaurants that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
621	ConsumerQueryState	Find me restaurants with #RestaurantEntity			ConsumerQuery.ClassMember	User
622	ConsumerQueryState	Find me some #RestaurantEntity			ConsumerQuery.ClassMember	User
623	ConsumerQueryState	Find me the #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
624	ConsumerQueryState	Find me the #Cuisine place			ConsumerQuery.ClassMember	User
625	ConsumerQueryState	Find me the #Cuisine restaurant			ConsumerQuery.ClassMember	User
626	ConsumerQueryState	Find me the #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
627	ConsumerQueryState	Find me the #RestaurantEntity place			ConsumerQuery.ClassMember	User
628	ConsumerQueryState	Find me the #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
629	ConsumerQueryState	Find me the #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
630	ConsumerQueryState	Find me the #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
631	ConsumerQueryState	Find me the #RestaurantEntity that is #RestaurantEntity			ConsumerQuery.ClassMember	User
632	ConsumerQueryState	Find me the #RestaurantEntity where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
633	ConsumerQueryState	Find me the #RestaurantEntity where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
634	ConsumerQueryState	Find me the place that is #RestaurantEntity			ConsumerQuery.ClassMember	User
635	ConsumerQueryState	Find me the restaurant that is #RestaurantEntity			ConsumerQuery.ClassMember	User
636	ConsumerQueryState	Find place similar to #RestaurantEntity			ConsumerQuery.ClassMember	User
637	ConsumerQueryState	Find places that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
638	ConsumerQueryState	Find places that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
639	ConsumerQueryState	Find restaurants that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
640	ConsumerQueryState	Find restaurants that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
641	ConsumerQueryState	Find the #Cuisine #RestaurantEntity			ConsumerQuery.ClassMember	User
642	ConsumerQueryState	Find the #Cuisine place			ConsumerQuery.ClassMember	User
643	ConsumerQueryState	Find the #Cuisine restaurant			ConsumerQuery.ClassMember	User
644	ConsumerQueryState	Find the #RestaurantEntity #RestaurantEntity			ConsumerQuery.ClassMember	User
645	ConsumerQueryState	Find the #RestaurantEntity place			ConsumerQuery.ClassMember	User
646	ConsumerQueryState	Find the #RestaurantEntity restaurant			ConsumerQuery.ClassMember	User
647	ConsumerQueryState	Find the #RestaurantEntity that $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
648	ConsumerQueryState	Find the #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
649	ConsumerQueryState	Find the #RestaurantEntity that is #RestaurantEntity			ConsumerQuery.ClassMember	User
650	ConsumerQueryState	Find the #RestaurantEntity where I $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
651	ConsumerQueryState	Find the #RestaurantEntity where I $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
652	ConsumerQueryState	Find the place that is #RestaurantEntity			ConsumerQuery.ClassMember	User
653	ConsumerQueryState	Find the restaurant that is #RestaurantEntity			ConsumerQuery.ClassMember	User
654	ConsumerQueryState	Going out with $Accompany			ConsumerQuery.ClassMember	User
655	ConsumerQueryState	Going out with $Accompany any #RestaurantEntity with #RestaurantEntity			ConsumerQuery.ClassMember	User
656	ConsumerQueryState	Going out with $Accompany any place with #RestaurantEntity			ConsumerQuery.ClassMember	User
657	ConsumerQueryState	Going out with $Accompany any restaurant with #RestaurantEntity			ConsumerQuery.ClassMember	User
658	ConsumerQueryState	Help me find #RestaurantEntity			ConsumerQuery.ClassMember	User
659	ConsumerQueryState	How about #RestaurantEntity			ConsumerQuery.ClassMember	User
660	ConsumerQueryState	How about #RestaurantEntity that $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
661	ConsumerQueryState	I $ActionWord #Cuisine, can you $ActionWord a #RestaurantEntity			ConsumerQuery.ClassMember	User
662	ConsumerQueryState	I $ActionWord #Cuisine, can you $ActionWord a place			ConsumerQuery.ClassMember	User
663	ConsumerQueryState	I $ActionWord #Cuisine, can you $ActionWord a restaurant			ConsumerQuery.ClassMember	User
664	ConsumerQueryState	I $ActionWord #Cuisine, can you $ActionWord the #RestaurantEntity			ConsumerQuery.ClassMember	User
665	ConsumerQueryState	I $ActionWord #Cuisine, can you $ActionWord the place			ConsumerQuery.ClassMember	User
666	ConsumerQueryState	I $ActionWord #Cuisine, can you $ActionWord the restaurant			ConsumerQuery.ClassMember	User
667	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
668	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
669	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord $Event parties			ConsumerQuery.ClassMember	User
670	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord options for #RestaurantEntity			ConsumerQuery.ClassMember	User
671	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord options other than #Cuisine			ConsumerQuery.ClassMember	User
672	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord options other than #RestaurantEntity			ConsumerQuery.ClassMember	User
673	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord special menu for #RestaurantEntity guests			ConsumerQuery.ClassMember	User
674	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord special menu for guests $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
675	ConsumerQueryState	I $ActionWord #RestaurantEntity $ActionWord special menu for guests who are #RestaurantEntity			ConsumerQuery.ClassMember	User
676	ConsumerQueryState	I $ActionWord #RestaurantEntity that $ActionWord special menu for guests $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
677	ConsumerQueryState	I $ActionWord #RestaurantEntity, can you $ActionWord a #RestaurantEntity			ConsumerQuery.ClassMember	User
678	ConsumerQueryState	I $ActionWord #RestaurantEntity, can you $ActionWord a place			ConsumerQuery.ClassMember	User
679	ConsumerQueryState	I $ActionWord #RestaurantEntity, can you $ActionWord a restaurant			ConsumerQuery.ClassMember	User
680	ConsumerQueryState	I $ActionWord #RestaurantEntity, can you $ActionWord the #RestaurantEntity			ConsumerQuery.ClassMember	User
681	ConsumerQueryState	I $ActionWord #RestaurantEntity, can you $ActionWord the place			ConsumerQuery.ClassMember	User
682	ConsumerQueryState	I $ActionWord #RestaurantEntity, can you $ActionWord the restaurant			ConsumerQuery.ClassMember	User
683	ConsumerQueryState	I $ActionWord a #Cuisine, can you $ActionWord a #RestaurantEntity			ConsumerQuery.ClassMember	User
684	ConsumerQueryState	I $ActionWord a #Cuisine, can you $ActionWord a place			ConsumerQuery.ClassMember	User
685	ConsumerQueryState	I $ActionWord a #Cuisine, can you $ActionWord a restaurant			ConsumerQuery.ClassMember	User
686	ConsumerQueryState	I $ActionWord a #Cuisine, can you $ActionWord the #RestaurantEntity			ConsumerQuery.ClassMember	User
687	ConsumerQueryState	I $ActionWord a #Cuisine, can you $ActionWord the place			ConsumerQuery.ClassMember	User
688	ConsumerQueryState	I $ActionWord a #Cuisine, can you $ActionWord the restaurant			ConsumerQuery.ClassMember	User
689	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord #Cuisine			ConsumerQuery.ClassMember	User
690	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
691	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord $Event parties			ConsumerQuery.ClassMember	User
692	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord options for #RestaurantEntity			ConsumerQuery.ClassMember	User
693	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord options other than #Cuisine			ConsumerQuery.ClassMember	User
694	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord options other than #RestaurantEntity			ConsumerQuery.ClassMember	User
695	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord special menu for #RestaurantEntity guests			ConsumerQuery.ClassMember	User
696	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord special menu for guests $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
697	ConsumerQueryState	I $ActionWord a #RestaurantEntity $ActionWord special menu for guests who are #RestaurantEntity			ConsumerQuery.ClassMember	User
698	ConsumerQueryState	I $ActionWord a #RestaurantEntity that $ActionWord special menu for guests $ActionWord #RestaurantEntity			ConsumerQuery.ClassMember	User
699	ConsumerQueryState	I $ActionWord a #RestaurantEntity, can you $ActionWord a #RestaurantEntity			ConsumerQuery.ClassMember	User
700	ConsumerQueryState	I $ActionWord a #RestaurantEntity, can you $ActionWord a place			ConsumerQuery.ClassMember	User
701	ConsumerQueryState	I $ActionWord a #RestaurantEntity, can you $ActionWord a restaurant			ConsumerQuery.ClassMember	User
702	ConsumerQueryState	I $ActionWord a #RestaurantEntity, can you $ActionWord the #RestaurantEntity			ConsumerQuery.ClassMember	User
703	ConsumerQueryState	I $ActionWord a #RestaurantEntity, can you $ActionWord the place			ConsumerQuery.ClassMember	User
704	ConsumerQueryState	I $ActionWord a #RestaurantEntity, can you $ActionWord the restaurant			ConsumerQuery.ClassMember	User
