offer_id,offer_category,merchant_name,offer_longdesc,crayon_id,offer_shortdesc,offer_start_date,offer_end_date,offer_tnc,offer_img_urls,offer_behave_category,offer_locations,merchant_phone,merchant_website,offer_source,offer_country,offer_city
3025,dining,Barossa,10% off with min. of S$100 spent,301993921,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc26.jpg,Western,"Esplanade Mall, 8 Raffles Ave, #01-11, Singapore 039802",6534 5188,http://www.barossa.com.sg/,OCBC Promo,Singapore,Singapore
3026,dining,Rocku Yakiniku,10% off with min. of S$100 spent,302400327,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc27.jpg,Japanese,"Bugis+, 201 Victoria Street, #04-06, Singapore 188067",6634 3313,http://www.rocku.com.sg/,OCBC Promo,Singapore,Singapore
3027,dining,Vineyard @ Hortpark,10% off with min. of S$100 spent,302477070,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc28.jpg,European,"33 Hyderabad Road, #02-02, Singapore 119578",6479 7977,http://www.vineyardhortpark.com.sg/,OCBC Promo,Singapore,Singapore
3028,dining,Fremantle Seafood Market,10% off with min. of S$100 spent,302146091,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc29.jpg,Western,"Traders' Market, Blk 3E River Valley Road, #01-05/06, Singapore 179024",6337 1838,http://www.fremantleseafoodmarket.com.sg/,OCBC Promo,Singapore,Singapore
3029,dining,Tajimaya Yakiniku,10% off with min. of S$100 spent,302477006,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc30.jpg,Japanese,"1 Harbourfront Walk, #01-102/103, Singapore 098585",6377 0070,http://www.tajimaya.com.sg/,OCBC Promo,Singapore,Singapore
3030,dining,Shabuya & Shochu Bar,10% off with min. of S$100 spent,300511307,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc31.jpg,Japanese,"1 Harbourfront Walk #01-102/103, Singapore 098585",6377 0070,http://www.shabuya.com.sg/,OCBC Promo,Singapore,Singapore
3031,dining,Patara Fine Thai Cuisine,10% off with min. of S$100 spent,301524296,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc32.jpg,Asian,"Tanglin Mall, 163 Tanglin Road, #03-14, Singapore 247933",6737 0818,http://patara.com.sg/,OCBC Promo,Singapore,Singapore
3032,dining,Hot Stones,10% off with min. of S$100 spent,300598105,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc33.jpg,Western,"3D River Valley Road, #01-06, Singapore 179023",6333 4868,http://hotstones.com.sg/,OCBC Promo,Singapore,Singapore
3033,dining,Tongkang Riverboat Dining,10% off with min. of S$100 spent,301816807,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017 'Not valid on eve of and on public holidays and special occasions, unless otherwise stated 'Valid for dine-in only, with a minimum of S$100 spent in a single bill 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", Not valid in conjunction with other discounts, membership privileges, promotions or vouchers 'Offer is not exchangeable for cash, kind or other goods and services 'OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offers. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc34.jpg,Western,"3D River Valley Road, #01-06, Singapore 179023",6333 4868,http://tongkang.com.sg/,OCBC Promo,Singapore,Singapore
3034,dining,"Amara Sanctuary Resort Sentosa, Shutters",10% off food bill,302172876,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017, except on eve of and on public holidays and special occasions 'Not valid for corporate events 'Valid for dine-in only 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc35.jpg,Western,"1 Larkhill Road, Sentosa Singapore 099394",6825 3866,www.amarahotels.com,OCBC Promo,Singapore,Singapore
3035,dining,"Amara Sanctuary Resort Sentosa, Tier Bar",10% off total bill,303570270,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017, except on eve of and on public holidays and special occasions 'Not valid for corporate events 'Valid for dine-in only 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc36.jpg,Western,"1 Larkhill Road, Sentosa Singapore 099394",6825 3868,www.amarahotels.com,OCBC Promo,Singapore,Singapore
3036,dining,"PARKROYAL on Beach Road, Plaza Brasserie",15% off adult and child buffet,301786247,15% off,1/2/2017,31/12/2017,"Offer is valid from 1 February to 31 December 2017, except on eve of and public holidays 'Valid for both adult and child buffet, for a maximum of 12 diners per bill, per table 'No splitting of bill or table allowed 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc37.jpg,International,"PARKROYAL on Beach Road, 7500 Beach Road, Level One Singapore 199591",6505 5710,https://www.parkroyalhotels.com/en/hotels-resorts/singapore/beach-road/stay/dining/plaza-brasserie.html,OCBC Promo,Singapore,Singapore
3037,dining,"Novotel Singapore Clarke Quay, The Square Restaurant",15% off food and beverage bill,303517844,15% off,1/2/2017,30/06/2017,"Offer is valid from 31 January to 31 December 2017, except on eve of and public holidays, blackout dates and special occasions (e.g. Valentine's Day, etc)."", Valid for dine-in only 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person.']",rest_sing_ocbc38.jpg,International,The Square Restaurant 177A River Valley Road Singapore 179031,6433 8790,http://www.novotelclarkequay.com/,OCBC Promo,Singapore,Singapore
3038,dining,"Royal Plaza on Scotts, Carousel",10% off food bill,303152189,10% off,1/2/2017,31/12/2017,"Offer is valid from 1 January to 31 December 2017, except on eve of and public holidays 'Prior reservation is required 'Payment must be made with an OCBC Credit or Debit Card 'Discount is applicable to the billed amount, excluding service charge and prevailing GST 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc39.jpg,International,"25 Scotts Road, Singapore 228220",6589 7799,www.carouselbuffet.com.sg,OCBC Promo,Singapore,Singapore
3039,dining,Bistro Du Vin,Complimentary dessert with two main courses ordered,300460436,Complimentary dessert,1/2/2017,30/04/2017,"Offer is valid from 1 February to 30 April 2017, except on eve of and public holidays, and special occasions 'Valid at all Bistro Du Vin outlets, for dine-in only. Please visit www.bistroduvin.com.sg for full outlet listing and addresses 'Payment must be made with an OCBC Credit or Debit Card 'Limited to one redemption per bill, per table 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc40.jpg,Western,Click on http://www.bistroduvin.com.sg/contact for full outlets listing.,,www.bistroduvin.com.sg,OCBC Promo,Singapore,Singapore
3040,dining,Bistro Du Vin,S$20 return voucher with any amount spent,300460436,S$20 return voucher,1/2/2017,30/06/2017,"Offer is valid from 1 January to 30 June 2017 'Valid at all Bistro Du Vin outlets. Please visit www.bistroduvin.com.sg for full outlet listing and addresses 'To receive the voucher, payment must be made with an OCBC Credit or Debit Card 'To redeem the voucher, a minimum spend of S$150, excluding service charge and prevailing GST, must be made with an OCBC Credit or Debit Card 'Valid for dine-in only 'Voucher is valid for 3 months from the date of issue indicated. Strictly no extension of validity date is allowed 'Voucher can only be used on the next visit, and original voucher must be presented before ordering/payment 'Limited to redemption of one voucher per table per bill 'Any unutilised value of the return voucher will not be refunded in cash or other forms 'Other voucher terms and conditions apply, refer to the voucher for full terms and conditions ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc41.jpg,Western,Click on http://www.bistroduvin.com.sg/contact for full outlets listing.,,www.bistroduvin.com.sg,OCBC Promo,Singapore,Singapore
3041,dining,La Strada,Complimentary dessert with two main courses ordered,301455248,Complimentary dessert,1/2/2017,30/04/2017,"Offer is valid from 1 February to 30 April 2017, except on eve of and public holidays, and special occasions 'Valid for dine-in only 'Payment must be made with an OCBC Credit or Debit Card 'Limited to one redemption per bill, per table 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc42.jpg,Western,1 Scotts Rd #01-13 Shaw Centre Singapore 228208,67356656,www.lastrada.com.sg,OCBC Promo,Singapore,Singapore
3042,dining,La Strada,S$20 return voucher with any amount spent,301455248,S$20 return voucher,1/2/2017,30/06/2017,"Offer is valid from 1 January to 30 June 2017 'To receive the voucher, payment must be made with an OCBC Credit or Debit Card 'To redeem the voucher, a minimum spend of S$150, excluding service charge and prevailing GST, must be made with an OCBC Credit or Debit Card 'Valid for dine-in only 'Voucher is valid for 3 months from the date of issue indicated. Strictly no extension of validity date is allowed 'Voucher can only be used on the next visit, and original voucher must be presented before ordering/payment 'Limited to redemption of one voucher per table per bill 'Any unutilised value of the return voucher will not be refunded in cash or other forms 'Other voucher terms and conditions apply, refer to the voucher for full terms and conditions ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc43.jpg,Western,1 Scotts Rd #01-13 Shaw Centre Singapore 228208,67356656,www.lastrada.com.sg,OCBC Promo,Singapore,Singapore
3043,dining,La Taperia,Free set lunch (U.P. S$35) with three set lunches ordered,302921656,Free set lunch,1/2/2017,30/04/2017,"Offer is valid from 1 February to 30 April 2017, except on eve of and public holidays, and special occasions 'Supplements not included 'Valid for dine in only 'Payment must be made with an OCBC Credit or Debit Card 'Limited to one redemption per bill, per table 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc44.jpg,Western,1 Scotts Rd  02-10/11 Shaw Centre Singapore 228208,67378336,www.lataperia.com.sg,OCBC Promo,Singapore,Singapore
3044,dining,La Taperia,S$20 return voucher with any amount spent,302921656,S$20 return voucher,1/2/2017,30/06/2017,"Offer is valid from 1 January to 30 June 2017 'To receive the voucher, payment must be made with an OCBC Credit or Debit Card 'To redeem the voucher, a minimum spend of S$150, excluding service charge and prevailing GST, must be made with an OCBC Credit or Debit Card 'Valid for dine-in only 'Voucher is valid for 3 months from the date of issue indicated. Strictly no extension of validity date is allowed 'Voucher can only be used on the next visit, and original voucher must be presented before ordering/payment 'Limited to redemption of one voucher per table per bill 'Any unutilised value of the return voucher will not be refunded in cash or other forms 'Other voucher terms and conditions apply, refer to the voucher for full terms and conditions ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc45.jpg,Western,1 Scotts Rd  02-10/11 Shaw Centre Singapore 228208,67378336,www.lataperia.com.sg,OCBC Promo,Singapore,Singapore
3045,dining,Peperoni Pizzeria,Free Deep Fried Chicken Wings (U.P. S$8) with every XXL Pizza ordered,300332413,Free chicken wings,1/2/2017,30/04/2017,"Offer is valid from 1 February to 30 April 2017, except on eve of and public holidays, and special occasions 'Valid at all Peperoni Pizzeria outlets, for dine-in only. Please refer to www.peperoni.com.sg for full outlet listing and addresses 'Payment must be made with an OCBC Credit or Debit Card 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc46.jpg,Western,Click on http://www.peperoni.com.sg/contact for full outlets listing.,,www.peperoni.com.sg,OCBC Promo,Singapore,Singapore
3046,dining,Peperoni Pizzeria,S$10 return voucher with any amount spent,300332413,S$10 return voucher,1/2/2017,30/06/2017,"Offer is valid from 1 January to 30 June 2017 'Valid at all Peperoni Pizzeria outlets, for dine-in only. Please refer to www.peperoni.com.sg for full outlet listing and addresses 'To receive the voucher, payment must be made with an OCBC Credit or Debit Card 'To redeem the voucher, a minimum spend of S$80, excluding service charge and prevailing GST, must be made with an OCBC Credit or Debit Card 'Valid for dine-in only 'Voucher is valid for 3 months from the date of issue indicated. Strictly no extension of validity date is allowed 'Voucher can only be used on the next visit, and original voucher must be presented before ordering/payment 'Limited to redemption of one voucher per table per bill 'Any unutilised value of the return voucher will not be refunded in cash or other forms 'Other voucher terms and conditions apply, refer to the voucher for full terms and conditions ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc47.jpg,Western,Click on http://www.peperoni.com.sg/contact for full outlets listing.,,www.peperoni.com.sg,OCBC Promo,Singapore,Singapore
3047,dining,NamNam Noodle Bar,S$5 return voucher with any amount spent,300284176,S$5 return voucher,1/2/2017,30/06/2017,"Offer is valid from 1 January to 30 June 2017 'Valid at all NamNam Noodle Bar outlets, for dine-in only. Please refer to www.namnamnoodlebar.com.sg for full outlet listing and addresses 'To receive the voucher, payment must be made with an OCBC Credit or Debit Card 'To redeem the voucher, a minimum spend of S$40, excluding service charge and prevailing GST, must be made with an OCBC Credit or Debit Card 'Valid for dine-in only 'Voucher is valid for 3 months from the date of issue indicated. Strictly no extension of validity date is allowed 'Voucher can only be used on the next visit, and original voucher must be presented before ordering/payment 'Limited to redemption of one voucher per table per bill 'Any unutilised value of the return voucher will not be refunded in cash or other forms 'Other voucher terms and conditions apply, refer to the voucher for full terms and conditions ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any purpose or any other aspect of any product/service. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any product or the deficiency in any service provided, and/or any loss, injury, damage or harm suffered or incurred by or in connection with the use of any product/service by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc48.jpg,Asian,Click on http://namnamnoodlebar.com.sg/#locations for full outlets listing.,,www.namnamnoodlebar.com.sg,OCBC Promo,Singapore,Singapore
3048,dining,Soup Restaurant,S$10 return voucher with any amount spent,304041572,S$10 return voucher,1/2/2017,31/12/2017,"Offer is valid daily until 31 December 2017 at all Soup Restaurant outlets, for dine-in only 'Voucher is valid for 3 months from the date of issue indicated, except on eve of and public holidays, and special occasions. Expired vouchers will not be accepted. No extension of validity date is allowed 'Voucher can only be used on the next visit, and original voucher must be presented before ordering/payment 'Voucher can be redeemed at all Soup Restaurant outlets with a minimum spend of S$60 in a single receipt, excluding service charge and prevailing GST 'Payment must be made with an OCBC Credit or Debit card 'Limited to one redemption per table, per bill. No splitting of bills allowed 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc49.jpg,Chinese,Click on http://www.souprestaurant.com.sg/contactus.html for full outlets listing.,,http://www.souprestaurant.com.sg/index_ori.html,OCBC Promo,Singapore,Singapore
3049,dining,PastaMania,15% off A  la carte items with a min. of S$40 spent,300848251,15% off,1/2/2017,31/12/2017,"Offer is valid daily from 1 January to 31 December 2017 at all PastaMania outlets 'Valid for dine-in and takeaway 'Not valid for delivery 'Valid with a minimum spend of S$40, including GST, made to an OCBC Credit/Debit Card 'Discount is valid on a la carte items only, including GST', Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc50.jpg,Western,Click on http://www.pastamania.com.sg/locations for full outlets listing.,,www.pastamania.com.sg,OCBC Promo,Singapore,Singapore
3050,dining,Peach Garden,20% off A  la carte food bill for dinner with a min. of S$100 spent at selected restaurant locations 15% off A  la carte food bill and dim sum menu with a min. of S$50 spent,302364895,Up to 20% off,1/2/2017,31/12/2017,"Valid from 23 January to 31 December 2017, except on eve of and public holidays, special occasions (e.g. Mother's Day, Father's Day, etc) and 15 days before and 15 days throughout Lunar New Year."", 20% off is valid for dinner with a minimum spend of S$100, excluding service charge and prevailing GST, at Peach Garden Hotel Miramar and OCBC Centre only '15% off is valid with a minimum spend of S$50, excluding service charge and prevailing GST, at all Peach Garden restaurants 'Payment must be made with an OCBC Credit or Debit Card 'Valid for dine-in only 'Not valid in conjunction with other discounts, membership privileges, promotions or vouchers ""Merchant's terms and conditions apply. Please contact the merchant directly for full details."", OCBC shall not be responsible for the quality, merchantability or fitness for any aspect of the offer. Notwithstanding anything herein, OCBC shall not at any time be responsible or held liable for any defect or malfunction in any offer, and/or for any loss, injury, damage or harm suffered or incurred by or in connection with the use of any offer by any person ""OCBC's decision on all matters relating to privileges or terms and conditions will be final and binding on all participants",rest_sing_ocbc51.jpg,Chinese,Click on https://www.peachgarden.com.sg/reservations for full outlets listing.,,www.peachgarden.com.sg,OCBC Promo,Singapore,Singapore
